ID_TA,meals,rest_coord,rub_max,rub_min
d4769582,"['Lunch', 'Dinner']","[50.1055563, 14.5745139]",,
d10802007,,"[41.4144973, 2.2007518]",,
d7675487,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8428401, 2.3495304]",659.0,293.0
d12438312,,"[40.4471346, 3.6698059]",,
d11995856,['Lunch'],"[48.8717418, 2.3121111]",,
d7727848,"['Lunch', 'Dinner', 'Drinks']","[40.4002086, 3.710058]",,
d7337432,,"[47.4761202, 19.0686961]",,
d7123635,"['Lunch', 'Dinner']","[50.0308374, 14.3684248]",,
d12360812,,"[51.5655695, 0.2784195]",714.0,204.0
d10558906,"['Lunch', 'Dinner']","[48.8267158, 2.3713969]",,
d12269424,,"[51.5106, 0.0447698]",,
d7603514,,"[56.06574185, 60.9751473]",1465.0,733.0
d4271783,['Lunch'],"[45.7732784, 4.8433404]",,
d717256,"['Lunch', 'Dinner']","[41.3911581, 2.1393511]",,
d4553233,,"[48.8462222, 2.368635]",,
d5871083,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[51.520082, 0.075753]",3570.0,2550.0
d3298194,,"[41.8624173, 12.4370953]",4379.0,2189.0
d7161067,"['Lunch', 'Dinner']","[50.0926059, 14.4486202]",,
d12429873,['Breakfast'],"[40.449381, 3.703356]",,
d1413708,,"[56.06574185, 60.9751473]",2189.0,1314.0
d4768805,"['Lunch', 'Dinner']","[50.1432101, 14.5789766]",,
d10256482,,"[48.8410206, 2.2622849]",2627.0,876.0
d3387691,,"[48.8642902, 2.3529795]",1751.0,350.0
d7778326,"['Breakfast', 'Lunch', 'Dinner']","[52.2072628, 20.945304]",,
d3499314,"['Drinks', 'Lunch', 'Dinner']","[41.3935456, 2.1510507]",4379.0,3065.0
d12443025,,"[53.5578239, 10.03581545]",,
d3182056,,"[46.2013326, 6.1409535]",4730.0,1419.0
d11667660,"['Lunch', 'Dinner']","[47.4856889, 19.0641636]",1122.0,573.0
d1571546,,"[38.711712, 9.1437751]",1927.0,1314.0
d8684077,"['Dinner', 'Lunch']","[46.2033918, 6.1584473]",,
d6363928,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8380251, 2.2782544]",,
d3617682,,,,
d3483984,,"[47.49702, 19.057181]",2189.0,350.0
d10535255,"['Lunch', 'Dinner']","[37.991241, 23.7383527]",,
d5772603,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[51.5212565, 0.1513619]",,
d6452953,,"[48.8433347, 2.3216519]",,
d10528059,"['Lunch', 'Dinner']","[48.8811683, 2.335848]",5692.0,2014.0
d11863521,['Lunch'],"[51.5076549, 0.0238721]",,
d1074535,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[51.5458557, 0.1419352]",1465.0,733.0
d6210849,"['Lunch', 'Dinner', 'Drinks']","[48.8390958, 2.4039695]",,
d11844229,,"[48.1913836, 16.3670221]",,
d12910556,,"[40.4093339, 3.7058695]",2189.0,876.0
d9826439,,"[59.9229631, 10.7317762]",,
d3537387,"['Lunch', 'Dinner']","[41.1483583, 8.6205453]",,
d5617449,,,,
d8466742,"['Lunch', 'Dinner', 'Late Night']","[40.4316874, 3.7054221]",1839.0,438.0
d2052453,,,,
d3975352,,,,
d2011013,"['Lunch', 'Dinner', 'Late Night']","[41.3921716, 2.1524517]",,
d5486015,,,,
d6106476,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[56.06574185, 60.9751473]",,
d4884751,"['Breakfast', 'Lunch', 'Dinner']","[50.0919373, 14.4411469]",,
d3421476,"['Lunch', 'Dinner', 'Late Night']","[51.5131152, 0.1322678]",1832.0,733.0
d4462987,"['Dinner', 'Lunch']","[40.4029155, 3.6973025]",,
d12439175,,"[48.2245319, 16.4637518]",,
d5608888,"['Lunch', 'Brunch', 'Dinner']","[41.3898523, 2.1638335]",,
d4354852,"['Lunch', 'Dinner']","[50.0778103, 14.6032967]",,
d4769971,"['Lunch', 'Dinner']","[48.1568732, 17.1295628]",,
d5453754,"['Lunch', 'Dinner']","[52.5067058, 13.3100956]",,
d1913865,"['Lunch', 'Dinner', 'Late Night']","[49.6317348, 6.1742837]",,
d5927960,,,,
d4149341,['Dinner'],"[48.2119568, 16.3131807]",,
d6835209,"['Breakfast', 'Lunch']","[45.7344096, 4.876433]",1314.0,788.0
d3207421,['Dinner'],"[52.1701687, 20.9722383]",,
d12161521,['Breakfast'],"[52.5234635, 13.4027432]",,
d3332824,"['Lunch', 'Dinner']","[46.2768907, 6.1690196]",,
d9791526,"['Lunch', 'Dinner']","[51.5170507, 0.0878752]",,
d1356203,,"[48.1335521, 11.5406499]",,
d3675488,"['Dinner', 'Lunch']","[40.4169567, 3.6733352]",,
d13078171,,"[38.7346942, 9.1395265]",1138.0,438.0
d6280863,"['Lunch', 'Dinner']","[53.5498155, 9.930261]",,
d3148850,"['Lunch', 'Dinner', 'Late Night']","[41.8903159, 12.5069101]",,
d7898624,"['Dinner', 'Lunch']","[51.4250104, 0.163594]",,
d3998679,"['Lunch', 'Dinner', 'Drinks']","[41.440843, 2.198482]",1612.0,879.0
d12473781,,"[41.836233, 12.5103256]",3503.0,876.0
d12878239,['Dinner'],"[52.3715254, 4.8704009]",,
d5819039,"['Lunch', 'Dinner']","[48.1347722, 11.576272]",,
d5796927,,,,
d1152951,"['Lunch', 'Dinner']","[48.1509715, 17.1098025]",,
d3510238,,"[51.5084028, 0.268518]",918.0,510.0
d7814131,,"[45.4505559, 9.2023204]",,
d8619722,"['Drinks', 'Lunch', 'Dinner']","[51.3777647, 0.1248072]",,
d1422549,"['Lunch', 'Dinner']","[41.3754852, 2.148194]",3503.0,1751.0
d12787408,,"[41.9500953, 12.3779352]",,
d2149884,"['Breakfast', 'Lunch', 'Dinner']","[47.4087851, 8.4628385]",,
d10729633,"['Breakfast', 'Lunch', 'Drinks', 'Brunch']","[38.6925905, 9.2108444]",,
d2563257,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[48.8645807, 2.3985994]",2890.0,963.0
d5520808,"['Breakfast', 'Lunch', 'Dinner']","[53.5767277, 9.9370015]",,
d4793237,"['Lunch', 'Dinner']","[50.0897929, 14.39632]",,
d804136,,"[50.7843298, 4.3786851]",,
d1901244,"['Lunch', 'Dinner', 'Drinks']","[45.4242283, 9.1681938]",,
d10260717,,"[52.183828, 21.016841]",956.0,191.0
d3165704,"['Lunch', 'Brunch', 'Breakfast']",,,
d919402,"['Lunch', 'Breakfast', 'Dinner']","[46.2153895, 6.14238155]",,
d6033928,['Lunch'],"[45.4638536, 9.213303]",,
d8125508,"['Lunch', 'Dinner']","[51.5195024, 0.0820292]",,
d6886053,"['Breakfast', 'Lunch', 'Brunch']","[51.4374025, 0.127647]",,
d5509344,"['Breakfast', 'Lunch', 'Dinner']","[52.5294578, 13.4579806]",,
d3684972,"['Brunch', 'Lunch', 'Dinner', 'Late Night']","[55.9418279, 3.2035778]",3060.0,1020.0
d8834118,,,,
d10357994,['Dinner'],"[45.7853013, 4.8554657]",,
d715065,,,,
d2192436,,"[41.3825222, 2.1760829]",,
d12794032,,"[41.1609939, 8.6114343]",,
d1078163,"['Dinner', 'Late Night']","[48.8546077, 2.3684418]",3370.0,2271.0
d7706329,"['Lunch', 'Dinner']","[50.0873996, 14.3841713]",,
d1421007,,"[46.2039678, 6.1358904]",,
d11305968,"['Lunch', 'Dinner']","[48.1076934, 11.7226781]",,
d2259408,"['Dinner', 'Lunch', 'Late Night']","[52.519889, 13.3569603]",,
d2059494,"['Lunch', 'Dinner']","[47.4982743, 19.0480669]",2627.0,1051.0
d12060612,,"[51.5126761, 0.3035908]",,
d12361770,,"[45.7426266, 4.8766647]",701.0,350.0
d1908957,,,,
d4131081,"['Lunch', 'Dinner']","[52.42596, 13.44336]",,
d5220218,"['Lunch', 'Dinner']","[51.4834082, 0.0940436]",,
d730406,"['Breakfast', 'Lunch', 'Dinner']","[51.5063673, 0.1446331]",6120.0,4080.0
d1885457,"['Late Night', 'Drinks']","[48.1424925, 11.5599044]",,
d7991872,"['Lunch', 'Dinner']","[50.8245253, 4.355272]",,
d8339982,,"[45.4672432, 9.1580717]",,
d5815362,,,,
d8611930,,"[50.0690658, 14.415742]",151.0,33.0
d4366306,,,,
d7124067,"['Lunch', 'Dinner']","[50.0859575, 14.4154864]",,
d7250420,"['Lunch', 'Dinner', 'Drinks']","[47.5003109, 19.0641368]",692.0,215.0
d13205639,"['Lunch', 'Dinner']","[47.4565146, 19.1246707]",23864.0,358.0
d2722328,"['Lunch', 'Dinner', 'Late Night']","[45.4671452, 9.2099873]",,
d3464558,,"[48.8885533, 2.3930125]",,
d1039150,"['Dinner', 'Lunch']","[53.5459038, 9.9673755]",,
d8624556,,"[38.7084586, 9.1461584]",1314.0,263.0
d7274082,"['Breakfast', 'Lunch']","[51.496078, 0.0156167]",,
d1957191,"['Breakfast', 'Brunch']","[40.4193809, 3.7006209]",,
d3958717,"['Dinner', 'Breakfast', 'Lunch', 'Late Night']","[51.5023924, 0.1536199]",,
d8564418,,"[47.5132292, 19.0545122]",,
d1999822,,"[56.06574185, 60.9751473]",2627.0,1401.0
d10700050,"['Lunch', 'Dinner']","[47.529207, 19.1949259]",,
d7045749,['Dinner'],"[52.4747037, 13.3390519]",,
d1329053,,,,
d10089102,,,,
d4945233,['Lunch'],"[51.5203129, 0.052607]",,
d12670819,,"[47.4944685, 19.0584293]",1751.0,438.0
d4312677,"['Lunch', 'Breakfast']","[46.2020013, 6.1546128]",,
d3437329,"['Lunch', 'Dinner']","[48.863235, 2.3875553]",1927.0,963.0
d12205698,"['Breakfast', 'Lunch', 'Brunch']","[51.5268774, 0.0558577]",,
d7372496,"['Lunch', 'Dinner']","[48.1504183, 11.5570935]",,
d3142911,"['Lunch', 'Dinner']","[48.1462141, 11.463678]",,
d4707755,['Dinner'],"[40.4207586, 3.700001]",,
d2267881,"['Lunch', 'Dinner', 'Late Night']","[41.9223938, 12.4809999]",,
d11910487,,"[51.4930526, 0.0471927]",1020.0,306.0
d4228459,,"[59.2564902, 18.1065862]",,
d5577559,"['Lunch', 'Dinner']","[45.7541103, 4.8641587]",,
d12058797,,"[41.939162, 12.5358505]",1314.0,613.0
d5853449,"['Drinks', 'Dinner']","[41.1428726, 8.6174815]",701.0,438.0
d5963230,"['Dinner', 'Lunch']","[38.7175722, 9.1515441]",,
d3806940,"['Lunch', 'Dinner']","[48.2186843, 16.3810459]",,
d4291523,,"[40.4718908, 3.6825565]",,
d1969696,,"[50.8430826, 4.3464488]",13136.0,2452.0
d4009891,"['Breakfast', 'Dinner', 'Drinks']","[45.4617428, 9.1620991]",,
d6405549,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[48.1444432, 17.1180043]",1314.0,438.0
d1191527,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[48.8613242, 2.3426676]",,
d4942682,,"[48.2675639, 16.2972556]",7882.0,438.0
d5822630,"['Breakfast', 'Lunch', 'Dinner']","[52.48551, 13.33823]",,
d2254579,,"[52.3668533, 4.8900958]",1314.0,525.0
d7123973,,"[50.0755057, 14.4397887]",,
d8373671,"['Lunch', 'Breakfast']","[51.5199873, 0.0848579]",,
d719378,,"[51.5540218, 0.0983736]",2346.0,1020.0
d3239441,,"[59.9226771, 10.8563966]",,
d12348151,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[41.4091003, 2.1745952]",586.0,220.0
d5886085,,"[53.2467089, 6.1773541]",,
d1045580,['Lunch'],"[37.9691201, 23.7244821]",3503.0,3065.0
d718017,,,,
d7123549,"['Breakfast', 'Lunch', 'Dinner']","[50.0893773, 14.4397068]",,
d8856901,,"[41.36488, 2.15118]",,
d6697362,"['Lunch', 'Dinner']","[48.901501, 2.3621882]",,
d9737235,"['Lunch', 'Dinner']","[38.76750165, 9.0969298]",,
d10522932,"['Lunch', 'Dinner']","[45.7680692, 4.8329078]",,
d10073635,,"[59.2984177, 18.0790911]",,
d7598601,"['Brunch', 'Lunch', 'Dinner']","[41.3886046, 2.180815]",,
d3982921,,"[47.5113422, 19.0516899]",1314.0,438.0
d7381112,,"[52.2504602, 21.0107371]",191.0,38.0
d7097999,"['Lunch', 'Dinner']","[47.4952879, 19.061412]",701.0,263.0
d2704273,"['Breakfast', 'Lunch', 'Brunch']","[51.5262324, 0.1369028]",,
d7993417,"['Lunch', 'Dinner']","[50.8100829, 4.33733]",3503.0,1314.0
d1355759,,"[48.1321142, 11.6912672]",1319.0,586.0
d10178602,,,,
d6952049,"['Dinner', 'Breakfast', 'Lunch']","[48.2218898, 16.405033]",,
d9994758,,,,
d12006700,,"[45.7714826, 4.8052919]",1314.0,876.0
d4245000,"['Lunch', 'Dinner']","[41.90537755, 12.50344225]",2627.0,876.0
d1929271,,,,
d12437984,,"[40.4389218, 3.6455095]",,
d2546507,"['Dinner', 'Lunch']","[53.6383489, 10.0940298]",,
d3769391,"['Lunch', 'Dinner', 'Late Night']","[38.7139688, 9.1445978]",,
d4268558,,"[50.8372267, 4.3808555]",2198.0,1465.0
d7717295,,"[51.4398083, 0.1255656]",7140.0,1020.0
d8624473,['Dinner'],"[41.3814704, 2.1794712]",701.0,438.0
d5965945,,,,
d7223432,"['Dinner', 'Lunch']","[47.3602669, 8.5507853]",,
d10901239,"['Lunch', 'Dinner']","[50.8458979, 4.352428]",,
d7290744,['Dinner'],"[48.8783601, 2.2915526]",,
d6870390,,,,
d694455,,"[48.2029151, 16.3712973]",6008.0,2345.0
d4197547,"['Breakfast', 'Lunch', 'Dinner']","[55.6663831, 12.5532372]",,
d1641869,,,,
d10543288,,,,
d8536323,['Dinner'],"[47.3874627, 8.5196968]",,
d4788242,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[40.4152048, 3.7026268]",,
d7356949,['Lunch'],"[45.4606474, 9.1864609]",,
d12317655,['Dinner'],"[53.5683679, 9.9659661]",,
d6886474,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Drinks']","[48.8585817, 2.358337]",,
d4308540,,"[51.5063731, 0.2315609]",3060.0,2040.0
d1037023,,"[52.522044, 13.384416]",2627.0,876.0
d802547,"['Lunch', 'Dinner', 'Late Night']","[48.8646458, 2.346453]",4250.0,2638.0
d1754534,"['Dinner', 'Late Night']","[48.1521936, 11.5795237]",,
d7283833,,"[41.9086228, 12.4504666]",1401.0,1314.0
d12873363,,,,
d3138110,,"[51.6180336, 0.1094835]",1832.0,440.0
d8663307,['Breakfast'],"[41.4058127, 2.1904643]",,
d8747227,,"[47.3938134, 8.5297118]",4730.0,1419.0
d7900875,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[38.7114213, 9.1437961]",,
d8825228,,"[59.33518385, 18.05175885]",,
d12091117,"['Lunch', 'Dinner', 'Drinks']","[51.5143132, 0.1477437]",,
d4163838,,"[48.1063637, 11.5456866]",,
d12795483,,"[41.1532363, 8.6134245]",1314.0,350.0
d9981585,"['Lunch', 'Dinner']","[51.5305485, 0.0774182]",,
d11959879,,,,
d801194,"['Lunch', 'Dinner', 'Late Night']","[50.1021734, 14.398911]",1465.0,220.0
d1588336,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[55.9540045, 3.1997288]",5610.0,1530.0
d5960243,['Dinner'],"[55.9763507, 3.223259]",,
d4502904,"['Breakfast', 'Lunch', 'Dinner']","[45.476562, 9.2210423]",,
d1099679,,"[50.0810647, 14.4067729]",335.0,50.0
d5850295,"['Lunch', 'Dinner']","[48.8614953, 2.3607534]",,
d7189021,,"[51.4694577, 0.2098829]",5610.0,3570.0
d7772776,['Dinner'],"[53.56891, 9.97999]",,
d8683332,"['Lunch', 'Dinner']","[48.2028234, 16.3815897]",,
d7130837,"['Lunch', 'Dinner']","[60.187601, 24.9480613]",,
d3568387,"['Lunch', 'Dinner', 'Late Night']","[51.4274598, 0.0878489]",2040.0,816.0
d11748904,"['Breakfast', 'Lunch', 'Brunch']","[51.6324061, 0.0074203]",,
d3808075,['Lunch'],"[51.4951222, 0.1324084]",,
d5966874,,,,
d4504863,,,,
d10147337,['Dinner'],"[50.84878585, 4.42952385]",,
d2100885,"['Breakfast', 'Brunch', 'Lunch']","[50.8156673, 4.4129832]",,
d7900201,"['Lunch', 'Dinner', 'Drinks']","[55.9504129, 3.208436]",,
d1553996,"['Lunch', 'Dinner']","[52.377918, 4.8868684]",,
d13183973,,"[52.5329416, 13.3978654]",3503.0,788.0
d12871980,"['Lunch', 'Dinner']","[48.8659168, 2.350525]",,
d3862919,,,,
d9739317,"['Breakfast', 'Lunch', 'Brunch', 'Drinks']","[41.4025393, 2.1467793]",,
d13133280,"['Lunch', 'Dinner']","[41.4012505, 2.1510292]",7006.0,1751.0
d10479239,,,,
d7981208,,"[52.50186425, 13.3411349]",,
d3149667,"['Dinner', 'Lunch']","[51.4611909, 0.1111022]",,
d734284,,"[51.4268884, 0.1695407]",1978.0,1978.0
d5893097,,,,
d8780422,['Lunch'],"[48.8741754, 2.3554976]",,
d4768387,,,,
d808666,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[48.8492221, 2.3392319]",,
d8338627,"['Lunch', 'Breakfast', 'Dinner', 'Brunch']","[45.51406, 9.20804]",,
d12407008,"['Breakfast', 'Lunch', 'Dinner']","[48.12744, 11.604971]",,
d9826327,['Dinner'],"[53.549955, 9.9619616]",,
d1997855,"['Breakfast', 'Lunch', 'Dinner']","[41.3900059, 2.1407492]",,
d7276836,"['Breakfast', 'Lunch', 'Dinner']","[51.5162616, 0.0766811]",,
d8430038,,"[48.8625503, 2.3482642]",1576.0,963.0
d1044693,,"[51.6062123, 0.0566447]",,
d5986183,,"[48.2238895, 16.3881503]",,
d680453,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.4897546, 0.1225923]",1172.0,366.0
d2615268,,"[38.742589, 9.1451841]",1664.0,1401.0
d12459712,['Dinner'],"[48.8533762, 2.3735657]",701.0,263.0
d10788030,,"[48.1600432, 11.5771011]",,
d2326330,"['Lunch', 'Dinner']","[41.3970622, 2.173839]",,
d6958622,"['Lunch', 'Dinner']","[48.8836339, 2.3402422]",,
d5865184,"['Breakfast', 'Lunch', 'Dinner', 'Brunch']","[56.06574185, 60.9751473]",,
d7020116,,"[41.3790116, 2.137588]",,
d4923291,,"[51.4576661, 0.013587]",,
d4681648,,,,
d12224475,,"[51.5873683, 0.1330727]",2040.0,1020.0
d3134266,"['Lunch', 'Dinner']","[48.8645655, 2.3454715]",,
d11801336,,"[45.4622045, 9.1381587]",21893.0,876.0
d5960506,"['Breakfast', 'Lunch', 'Dinner']","[48.8881153, 2.3481758]",,
d4082366,"['Lunch', 'Dinner']","[49.9835292, 19.9132551]",,
d4091033,['Lunch'],"[41.3933369, 2.1784505]",,
d8633234,,,,
d1021966,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[41.3863174, 2.165152]",,
d8730871,,"[41.3903586, 2.1509713]",,
d11802335,,"[52.5504186, 13.4105894]",,
d11659204,"['Lunch', 'Dinner', 'Drinks']","[52.3670621, 4.8680757]",1465.0,733.0
d1982225,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[48.8701354, 2.3277811]",,
d7747579,,"[48.8523425, 2.3671043]",,
d11760756,,"[48.1845448, 16.3356226]",1576.0,263.0
d2256991,"['Lunch', 'Dinner', 'Brunch', 'Late Night', 'Drinks']","[51.5095438, 0.0807721]",,
d5959063,"['Breakfast', 'Lunch', 'Dinner']","[41.1557619, 8.6023266]",,
d7183085,,,,
d10466924,"['Brunch', 'Lunch', 'Dinner']","[51.5467151, 0.1578076]",1758.0,366.0
d4212700,"['Dinner', 'Lunch', 'Brunch']","[52.3691241, 4.8796898]",,
d7337343,,"[40.4184758, 3.6753373]",3065.0,1314.0
d11491889,,"[40.447238, 3.54202]",5254.0,1314.0
d5571339,,"[41.3977625, 2.1523596]",1314.0,438.0
d991674,['Lunch'],"[40.4305183, 3.7122167]",,
d10162965,['Breakfast'],"[40.4578721, 3.6926088]",,
d11932542,,,,
d697441,"['Lunch', 'Dinner', 'Late Night']","[41.3829163, 2.1785587]",,
d997495,"['Breakfast', 'Lunch', 'Dinner', 'Brunch', 'Late Night']","[41.3858089, 2.1625666]",,
d8521640,['Dinner'],"[51.5093868, 0.1379716]",7140.0,918.0
d3694004,,,,
d1036137,"['Dinner', 'Lunch']","[41.374451, 2.1688561]",2418.0,1758.0
d12546138,"['Breakfast', 'Lunch', 'Brunch']","[55.95269495, 3.1897324]",,
d2478151,"['Lunch', 'Dinner', 'Late Night']","[41.9066522, 12.4456149]",,
d2720894,"['Lunch', 'Dinner']","[48.8866242, 2.3444515]",,
d5220301,,"[51.55015665, 0.1466616]",,
d9586236,['Dinner'],"[53.3111581, 6.2261646]",,
d8714073,"['Lunch', 'Dinner', 'Drinks']","[40.4360832, 3.6716528]",,
d13326532,,"[47.5002361, 19.0555029]",1751.0,788.0
d2007517,,"[59.939445, 10.7736325]",2125.0,1978.0
d1973629,,,,
d12484619,,"[41.9017958, 12.3788979]",,
d1011415,"['Lunch', 'Dinner', 'Late Night']","[48.2107455, 16.3772573]",,
d1064110,['Drinks'],"[60.1639947, 24.9267208]",2277.0,1051.0
d1389786,,,,
d1438914,"['Lunch', 'Dinner', 'Late Night', 'Drinks']","[52.4935549, 13.381964]",,
d11794135,['Lunch'],"[48.8746404, 2.325752]",,
d5890549,['Lunch'],"[45.7567135, 4.8524832]",,
d6425918,,,,
d10041221,"['Lunch', 'Dinner']","[52.5046047, 13.3230906]",,
d751630,,"[40.4199915, 3.6987903]",3503.0,1751.0
d4053375,,,,
d2708153,"['Lunch', 'Dinner', 'Late Night']","[45.4780325, 9.1836444]",,
d5532563,,,,
d2212824,,,,
d10107349,,"[51.5132786, 0.0764617]",806.0,440.0
d5506648,"['Lunch', 'Dinner']","[53.5939481, 9.9835624]",,
d11814833,"['Lunch', 'Dinner']","[47.5085995, 19.0259772]",,
d3365097,"['Lunch', 'Breakfast', 'Dinner']","[48.8572578, 2.2786043]",,
d10133610,,"[51.4444144, 0.0429246]",,
d9646957,"['Lunch', 'Dinner']","[45.7482761, 4.9201798]",,
d10790680,,"[40.4124498, 3.6956768]",1751.0,1314.0
d6699594,,,,
d8598699,,,,
d5600596,['Dinner'],"[37.96782535, 23.7279023]",,
d733492,,"[51.5057332, 0.0858389]",1465.0,513.0
d10224612,,,,
d4329462,"['Lunch', 'Dinner', 'Drinks']","[48.8727843, 2.3084321]",,
d7910512,,"[41.8972452, 12.5193651]",,
d12503763,"['Lunch', 'Dinner']","[40.422398, 3.7026227]",3941.0,1138.0
d2656412,"['Lunch', 'Dinner']","[48.873613, 2.3151949]",,
d10175338,,"[38.720605, 9.1547079]",1751.0,876.0
d2537906,"['Lunch', 'Dinner', 'Late Night']","[47.3765302, 8.5260281]",,
d6404988,"['Lunch', 'Dinner']","[41.3841388, 2.1811222]",,
d7392782,"['Lunch', 'Dinner']","[52.5383506, 13.2072583]",,
d9853747,,"[41.4381941, 2.1759992]",,
d6788320,"['Lunch', 'Dinner']","[53.3420453, 6.2639198]",,
d8041969,,,,
d7350670,"['Lunch', 'Dinner']","[52.5275506, 13.4011505]",,
d3412012,['Dinner'],"[48.86501585, 2.3374661]",,
d8726742,['Lunch'],"[45.4471854, 9.1669004]",1832.0,733.0
d10374742,['Brunch'],"[51.5247545, 0.0944126]",816.0,408.0
d11955480,['Dinner'],"[53.6005527, 10.0414162]",,
d6354097,,,,
d12090506,,"[50.0951051, 14.4513727]",532.0,164.0
d5487087,"['Lunch', 'Dinner']","[40.4803115, 3.7335322]",,
d1858535,"['Dinner', 'Lunch', 'Late Night', 'Drinks']","[41.384966, 2.196274]",,
d3343783,"['Dinner', 'Lunch']","[51.598064, 0.1103542]",,
d4861161,['Dinner'],"[41.7434521, 12.3748923]",1751.0,876.0
d2022482,['Dinner'],"[48.161605, 11.5888957]",,
d12929348,,"[48.8747431, 2.3727918]",4291.0,1226.0
d2669376,"['Late Night', 'Drinks']","[60.1538178, 24.9559083]",,
d5933934,"['Lunch', 'Dinner']","[40.3868841, 3.7417436]",,
d5863819,,"[53.3237501, 6.3403586]",1099.0,366.0
d4773869,,,,
d1044221,,,,
d4105229,"['Lunch', 'Dinner', 'Drinks']","[48.8886969, 2.3945403]",1664.0,1051.0
d5865454,,,,
d3870549,"['Dinner', 'Late Night']","[41.3849684, 2.1630218]",,
d9459226,,"[47.4905645, 19.0613313]",,
d2321865,,"[41.8117377, 12.6681184]",3065.0,1576.0
d5478115,['Breakfast'],"[41.3763021, 2.1493121]",,
d7993029,"['Lunch', 'Dinner']","[41.1479382, 8.5996602]",,
d5267120,"['Lunch', 'Brunch']","[48.8545771, 2.314206]",,
d12356410,"['Lunch', 'Dinner', 'Drinks']","[52.5481725, 13.4096421]",,
d2705774,,"[45.7527065, 4.8529134]",3065.0,876.0
d911280,"['Breakfast', 'Lunch', 'Dinner', 'Late Night', 'Drinks']","[48.8721791, 2.2948224]",,
d4590244,"['Lunch', 'Dinner']","[46.2244393, 6.2926532]",4730.0,2759.0
d7159753,,"[51.4650154, 0.2646035]",1530.0,816.0
d1676288,,"[48.2107762, 16.3755]",1751.0,263.0
d8817791,,"[50.0565318, 19.9558626]",573.0,191.0
d10374076,['Dinner'],"[40.3668133, 3.5971332]",,
d11957755,,"[45.4526869, 9.1759416]",,
d3167501,"['Lunch', 'Dinner']","[48.8418275, 2.3034502]",,
d7226353,"['Lunch', 'Dinner']","[48.8659057, 2.3799051]",,
d2734266,"['Dinner', 'Lunch']","[52.52059, 13.26479]",,
d7706484,"['Lunch', 'Dinner']","[47.5326002, 19.0400607]",,
d3628425,,"[45.4881317, 9.1624259]",,
d10801706,,"[52.2269423, 20.9882763]",,
d9700155,,"[38.75913585, 9.18525165]",,
d3793983,,"[59.3365185, 18.0644354]",,
d12502443,,,,
d6725669,"['Lunch', 'Dinner']","[41.4038963, 2.1338614]",,
d2262401,,"[48.863928, 2.2934027]",10509.0,3853.0
d5821920,,,,
d1163841,,"[38.7108868, 9.1356508]",2052.0,806.0
d7203999,"['Lunch', 'Dinner']","[48.8279411, 2.3795498]",,
d11443624,['Breakfast'],"[52.5057891, 13.3414469]",,
d6881625,"['Lunch', 'Dinner']","[48.8763273, 2.3213659]",5254.0,3503.0
d12788091,,,,
d8152321,,,,
d1474710,['Drinks'],"[48.8686949, 2.3252584]",,
d8497394,['Lunch'],"[51.5674398, 0.1089908]",2040.0,816.0
d4501068,,,,
d10459894,,"[38.7209115, 9.1672933]",1751.0,175.0
d11759466,,,,
d8040778,,"[45.4631891, 9.2004314]",,
d1400157,"['Dinner', 'Lunch']","[59.9212197, 10.6870668]",,
d6375409,,"[47.4957786, 19.0299236]",1751.0,438.0
d1138985,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[48.218892, 16.3788038]",,
d5977127,,,,
d1223107,"['Lunch', 'Dinner', 'Brunch', 'Late Night']","[50.0878142, 14.4082777]",1576.0,350.0
d3134558,"['Lunch', 'Dinner', 'Late Night']","[40.4165064, 3.7017089]",,
d8457418,,,,
d12817220,,,,
d2656750,"['Lunch', 'Dinner']","[48.2046443, 16.3713173]",,
d1077836,,"[45.4732948, 9.1418224]",3503.0,1138.0
d3707744,,,,
d6210623,,,,
d11850181,,"[51.5104817, 0.0856747]",1530.0,204.0
d1519537,,"[49.6109352, 6.1302579]",2189.0,876.0
d8366551,['Dinner'],"[47.5705609, 19.0650772]",,
d2699331,,"[41.89953, 12.47661]",5422.0,1832.0
d8263636,"['Breakfast', 'Drinks', 'Lunch', 'Dinner']","[55.6809723, 12.533738]",236.0,118.0
d696995,,"[52.3657323, 4.8971968]",4379.0,2627.0
